,Allotted Quota,Allotted Institute,Course,Alloted Category,R1,R2,Mop Up,Stray Vacancy,SP Stray Vacancy
181,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (RADIO-DIAGNOSIS),EWS,475,-,-,-,-
182,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (RADIO-DIAGNOSIS),OBC,626,-,-,-,-
183,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",Open,671,-,-,-,-
184,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (GENERAL MEDICINE),EWS,712,-,-,-,-
185,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (GENERAL SURGERY),Open,1128,-,-,-,-
186,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (GENERAL MEDICINE),OBC,1452,-,-,-,-
187,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",OBC,1511,-,-,-,-
188,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PAEDIATRICS),Open,1926,-,-,-,-
189,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,1927,-,-,-,-
190,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (ORTHOPAEDICS),Open,2196,-,-,-,-
191,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PSYCHIATRY),OBC,2241,-,-,-,-
192,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),Open,2399,-,-,-,-
193,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (RADIO-DIAGNOSIS),SC,2902,-,-,-,-
194,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,2949,-,-,-,-
195,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PAEDIATRICS),OBC,3184,-,-,-,-
196,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (GENERAL MEDICINE),SC,3361,-,-,-,-
197,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PAEDIATRICS),EWS,3668,-,-,-,-
198,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (GENERAL SURGERY),OBC,3769,-,-,-,-
199,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,4091,-,-,-,-
200,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (ORTHOPAEDICS),EWS,4124,-,-,-,-
201,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),OBC,4823,-,-,-,-
202,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (OPHTHALMOLOGY),Open,4942,-,-,-,-
203,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (E.N.T.),Open,5001,-,-,-,-
204,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (OPHTHALMOLOGY),EWS,5165,-,-,-,-
205,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (ORTHOPAEDICS),OBC,5783,-,-,-,-
206,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),SC,7557,-,-,-,-
207,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Radiotherapy/ Radiation Oncology),Open,7622,-,-,-,-
208,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),EWS,7690,-,-,-,-
209,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (ORTHOPAEDICS),SC,8375,-,-,-,-
210,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (GENERAL SURGERY),SC,9428,-,-,-,-
211,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PAEDIATRICS),SC,9934,-,-,-,-
212,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (ANAESTHESIOLOGY),Open,10111,-,-,-,-
213,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (OPHTHALMOLOGY),OBC,10342,-,-,-,-
214,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PSYCHIATRY),EWS,12239,-,-,-,-
215,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (ANAESTHESIOLOGY),EWS,13522,-,-,-,-
216,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (ANAESTHESIOLOGY),OBC,14515,-,-,-,-
217,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PATHOLOGY),Open,14575,-,-,-,-
218,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Radiotherapy/ Radiation Oncology),SC,15450,-,-,-,-
219,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (GENERAL MEDICINE),ST,16317,-,-,-,-
220,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PATHOLOGY),EWS,16771,-,-,-,-
221,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PALLIATIVE MEDICINE),OBC,18441,-,-,-,-
222,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,18459,-,-,-,-
223,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),ST,18815,-,-,-,-
224,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHARMACOLOGY),Open,19140,-,-,-,-
225,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,OBC,19808,-,-,-,-
226,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (GENERAL SURGERY),ST,20241,-,-,-,-
227,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (OPHTHALMOLOGY),SC,20475,-,-,-,-
228,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,22216,-,-,-,-
229,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PATHOLOGY),OBC,22812,-,-,-,-
230,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (ANAESTHESIOLOGY),SC,23950,-,-,-,-
231,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (ORTHOPAEDICS),ST,24005,-,-,-,-
232,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (FORENSIC MEDICINE),Open,25327,-,-,-,-
233,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (MICROBIOLOGY),Open,29874,-,-,-,-
234,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PATHOLOGY),SC,30825,-,-,-,-
235,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (OPHTHALMOLOGY),ST,33206,-,-,-,-
236,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (BIOCHEMISTRY),Open,34538,-,-,-,-
237,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",MD/MS (Anatomy),Open,35853,-,-,-,-
238,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (FORENSIC MEDICINE),OBC,36556,-,-,-,-
239,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (MICROBIOLOGY),OBC,37908,-,-,-,-
240,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. IN TRANSFUSION MEDICINE/ IMMUNO- HAEMATOLOGY and BLOOD TRANSFUSION,SC,38517,-,-,-,-
241,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (Radiotherapy/ Radiation Oncology),ST,39479,-,-,-,-
242,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHARMACOLOGY),OBC,40813,-,-,-,-
243,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHARMACOLOGY),SC,41520,-,-,-,-
244,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.S. (E.N.T.),ST,42174,-,-,-,-
245,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PSYCHIATRY),ST,44940,-,-,-,-
246,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (ANAESTHESIOLOGY),ST,45863,-,-,-,-
247,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHYSIOLOGY),Open,46123,-,-,-,-
248,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (MICROBIOLOGY),SC,48885,-,-,-,-
249,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,49379,-,-,-,-
250,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PATHOLOGY),ST,51261,-,-,-,-
251,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHYSIOLOGY),EWS,52695,-,-,-,-
252,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHARMACOLOGY),ST,52931,-,-,-,-
253,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (FORENSIC MEDICINE),SC,54943,-,-,-,-
254,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",MD/MS (Anatomy),OBC,59217,-,-,-,-
255,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHYSIOLOGY),OBC,62730,-,-,-,-
256,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (MICROBIOLOGY),EWS,66910,-,-,-,-
257,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",MD/MS (Anatomy),SC,82584,-,-,-,-
258,All India,"B. J. MEDICAL COLLEGE,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHYSIOLOGY),SC,98440,-,-,-,-
259,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (RADIO-DIAGNOSIS),Open,320,-,-,-,-
260,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",Open,709,-,-,-,-
261,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (RADIO-DIAGNOSIS),OBC,750,-,-,-,-
262,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (GENERAL MEDICINE),Open,763,-,-,-,-
263,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (GENERAL MEDICINE),OBC,1428,-,-,-,-
264,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",EWS,1548,-,-,-,-
265,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (GENERAL SURGERY),Open,1593,-,-,-,-
266,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SKIN and VENEREALDISEASES)/(VENEREOLOGY)",OBC,1798,-,-,-,-
267,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (ORTHOPAEDICS),Open,1805,-,-,-,-
268,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (RADIO-DIAGNOSIS),SC,2096,-,-,-,-
269,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PAEDIATRICS),Open,2449,-,-,-,-
270,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Open,3188,-,-,-,-
271,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PAEDIATRICS),OBC,3439,-,-,-,-
272,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (GENERAL SURGERY),EWS,3763,-,-,-,-
273,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),Open,3995,-,-,-,-
274,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (ORTHOPAEDICS),OBC,4044,-,-,-,-
275,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (OPHTHALMOLOGY),Open,4468,-,-,-,-
276,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),EWS,4563,-,-,-,-
277,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (GENERAL SURGERY),OBC,4572,-,-,-,-
278,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (RADIO-DIAGNOSIS),ST,4737,-,-,-,-
279,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PSYCHIATRY),Open,4945,-,-,-,-
280,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (E.N.T.),Open,5022,-,-,-,-
281,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),OBC,5284,-,-,-,-
282,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (ORTHOPAEDICS),EWS,5417,-,-,-,-
283,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (GENERAL MEDICINE),SC,6834,-,-,-,-
284,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (OPHTHALMOLOGY),OBC,6891,-,-,-,-
285,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D.(Respiratory Medicine),EWS,9200,-,-,-,-
286,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PAEDIATRICS),SC,9653,-,-,-,-
287,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (GENERAL SURGERY),SC,9922,-,-,-,-
288,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (ANAESTHESIOLOGY),Open,11122,-,-,-,-
289,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),SC,11772,-,-,-,-
290,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (ANAESTHESIOLOGY),OBC,12960,-,-,-,-
291,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (ANAESTHESIOLOGY),EWS,14750,-,-,-,-
292,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PATHOLOGY),Open,16078,-,-,-,-
293,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),SC,18923,-,-,-,-
294,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PSYCHIATRY),SC,19751,-,-,-,-
295,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PATHOLOGY),OBC,20559,-,-,-,-
296,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (E.N.T.),SC,21287,-,-,-,-
297,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PATHOLOGY),ST,22232,-,-,-,-
298,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PATHOLOGY),EWS,22739,-,-,-,-
299,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.S. (ORTHOPAEDICS),ST,23096,-,-,-,-
